ETC_20150317_000001	Kepa
ETC_20150317_000534	Denoptíco
ETC_20150317_000535	Sparnasman
ETC_20150317_000536	Doncella de la Tumba
ETC_20150317_000537	Unknocker
ETC_20150317_000538	Momiaspectral
ETC_20150317_000539	Kubas
ETC_20150317_000540	Grinender
ETC_20150317_000541	Piroego
ETC_20150317_000542	Gorgona
ETC_20150317_000543	Litorex
ETC_20150317_000544	Moa
ETC_20150317_000545	Escorpio
ETC_20150317_000546	Tejedora Letal
ETC_20150317_000547	Ballestero del Templo
ETC_20150317_000548	Chapparición
ETC_20150317_000549	Minotauro
ETC_20150317_000550	Cerbero
ETC_20150317_000551	Guante Demoníaco Maldito
ETC_20150317_000552	Goblin de Madera Gigante
ETC_20150317_000553	Reflejo de Helgasercle
ETC_20150317_000554	Mago Hori
ETC_20150317_000555	Guerrero Vubbe
ETC_20150317_000556	Secuaz Invocado
ETC_20150317_000557	Espantapájaros
ETC_20150317_000558	Aukuras
ETC_20150317_000559	Alto Vubbe
ETC_20150317_000560	Abrojo
ETC_20150317_000561	Antorcha
ETC_20150317_000562	Araña de Cristal
ETC_20150317_000563	Debido a su apariencia, los mineros novatos tratan de extraer sus espaldas y son atacados.
ETC_20150317_000564	Enjambre de Abejas
ETC_20150317_000565	Abrojo
ETC_20150317_000566	Filibo
ETC_20150317_000567	Aquellos que ven al Filipo cómo un ser pequeño y adorable son rápidamente atacados por él.
ETC_20150317_000568	Botella de Agua Bendita
ETC_20150317_000569	Evento de Bramble
ETC_20150317_000570	Cadena
ETC_20150317_000571	Hyde box
ETC_20150317_000572	Murciélago
ETC_20150317_000573	Actúan cómo secuaces exploradores de Mirtis, estos murciélagos solían vivir en todo el mundo, pero se han convertido en una amenaza mayor a pesar de su reducido tamaño.
ETC_20150317_000574	Ginklas del Campo
ETC_20150317_000575	Inferbovino del Campo
ETC_20150317_000576	Biteregina Fatal
ETC_20150317_000577	Nureongi
ETC_20150317_000578	Speck
ETC_20150317_000579	White Spots
ETC_20150317_000580	x
ETC_20150317_000581	Anvil
ETC_20150317_000582	Hogma Warrior
ETC_20150317_000583	Although the Hogmas are smarter than the Vubbes and can use tools, their brutish instincts stifle any progress and lead to many stupid mistakes.
ETC_20150317_000584	Hogma Arquero
ETC_20150317_000585	Levelheaded Hogmas are often seen taking the role of Arqueros.
ETC_20150317_000586	Hogma Cháman
ETC_20150317_000587	Some Hogmas have picked up abilities through experience but they still have Hogma instincts.
ETC_20150317_000588	Ellom
ETC_20150317_000589	It is said that they receive their powers from human souls because they gather toward the injured.
ETC_20150317_000590	Green Ellom
ETC_20150317_000591	This type of Ellom is toxic.
ETC_20150317_000592	Yellow Ellom
ETC_20150317_000593	Merog Cháman
ETC_20150317_000594	Merog variant. Slight differences in the mutation process differentiates the variety of Merogs.
ETC_20150317_000595	Merog Stinger
ETC_20150317_000596	This reptile monstruo attacks instinctively but shows as much abilities as its intelligence.
ETC_20150317_000597	Capitán Hogma
ETC_20150317_000598	A Hogma whose intelligence and instinct give them leadership in the fight against humans.
ETC_20150317_000599	Chupaluka
ETC_20150317_000600	A monstruo which is said to be created by demons using the Chupacabra.
ETC_20150317_000601	Ellomago
ETC_20150317_000602	It is both filthy in nature and surly in its appearance.
ETC_20150317_000603	Ellogua
ETC_20150317_000604	It is fierce against other monstruos and humans, more so especially with Insect-type monstruos.
ETC_20150317_000605	Groll
ETC_20150317_000606	Amphibians that have branched out and evolved to be able to hunt in arid areas, travelers should be wary of them.
ETC_20150317_000607	Wendigo
ETC_20150317_000608	A monstruo with a habit of baiting and attacking humans.
ETC_20150317_000609	Hombre Lagarto
ETC_20150317_000610	You can tell the origin of this beast just by its name or appearance.
ETC_20150317_000611	Tama
ETC_20150317_000612	Tama is a monstruo originating from the spores of some plants. It is unclear whether it will still grow from its current form.
ETC_20150317_000613	Kepari
ETC_20150317_000614	Kepari are not related with the Kepa, and are instead akin to animals.
ETC_20150317_000615	Kodomor
ETC_20150317_000616	Since the disappearance of the Diosas, one of the most bizarre change is that these water-dwelling creatures are now active on land.
ETC_20150317_000617	Kowak
ETC_20150317_000618	It still tends to gravitate toward rotten flesh.
ETC_20150317_000619	Explosion Trap
ETC_20150317_000620	Frightful Estatua de Diosa
ETC_20150317_000621	Skill Point Up Estatua de Diosa
ETC_20150317_000622	Status Up Estatua de Diosa
ETC_20150317_000623	Zone Transit Estatua de Diosa
ETC_20150317_000624	Lemur
ETC_20150317_000625	It is not yet clear what deforms into this monstruo.
ETC_20150317_000626	Lemuria
ETC_20150317_000627	Similar to the Lemur, but cold-resistant.
ETC_20150317_000628	Hogma Fighter
ETC_20150317_000629	While they look like guardsmen, these Hogmas have extensive battle experience.
ETC_20150317_000630	Hogma Explorador
ETC_20150317_000631	Compared to an average Hogmas, they are very stronger, but their intelligence is lower.
ETC_20150317_000632	Crane
ETC_20150317_000633	Alpaca
ETC_20150317_000634	Snowman
ETC_20150317_000635	Hydra
ETC_20150317_000636	Clymen
ETC_20150317_000637	Raptorpedo
ETC_20150317_000638	Colimencia
ETC_20150317_000639	Jack O'Lantern
ETC_20150317_000640	Mothstem
ETC_20150317_000641	Harpeia
ETC_20150317_000642	Gazing Golem
ETC_20150317_000643	Moldyhorn
ETC_20150317_000644	Manticen
ETC_20150317_000645	Moyabruka
ETC_20150317_000646	Velorchard
ETC_20150317_000647	Zinute
ETC_20150317_000648	It is a monstruo that is formed by binding an animal with a mineral. In recent years, various forms of these monstruos have been discovered.
ETC_20150317_000649	Lauzinute
ETC_20150317_000650	It is one of several variations of Zinute.
ETC_20150317_000651	Chupacabra del Desierto
ETC_20150317_000652	A variety of Chupacabra dwell in various places, causing harm to both human life and crops.
ETC_20150317_000653	Mausoleo Real Gate
ETC_20150317_000654	Yellow Zinute
ETC_20150317_000655	Blue Lauzinute
ETC_20150317_000656	Field Specter
ETC_20150317_000657	Varv
ETC_20150317_000658	Although small, it has grown bigger than its original state and hunts for meat throughout its life
ETC_20150317_000659	Field Blue Woodspirit
ETC_20150317_000660	Field Hydra
ETC_20150317_000661	Field Green Woodspirit
ETC_20150317_000662	Bone Necklace Poata
ETC_20150317_000663	Rough Gray Golem
ETC_20150317_000664	Dirt-eating Glass Mole
ETC_20150317_000665	Crazy Woodspirit
ETC_20150317_000666	Pale Rikaus
ETC_20150317_000667	Solid Caparazón
ETC_20150317_000668	Impregnable Cyclops
ETC_20150317_000669	Fearless Blue Secoya
ETC_20150317_000670	Thorned Ruíseñor Sombrío
ETC_20150317_000671	Rock Armor Rocktortuga
ETC_20150317_000672	Cast Iron Horn Inferbovino
ETC_20150317_000673	Ferocious Molich
ETC_20150317_000674	Judder Yonazolem
ETC_20150317_000675	Poisonous Tejedora del Trono
ETC_20150317_000676	Quick Bebraspion
ETC_20150317_000677	Hopping Bridge Mielpin
ETC_20150317_000678	Stone-eating Kirmeleech
ETC_20150317_000679	Fire Jar Magburk
ETC_20150317_000680	Tempered Archon
ETC_20150317_000681	Indomitable Kepa Chieftain
ETC_20150317_000682	Bizzare Velochard
ETC_20150317_000683	Whirlwind Harpeia
ETC_20150317_000684	Frantic Giant Goblin de Madera
ETC_20150317_000685	Nonato de Acero
ETC_20150317_000686	Leaping Hierrobaum
ETC_20150317_000687	Shaking Achat
ETC_20150317_000688	Shnayim moving Again
ETC_20150317_000689	Excited Minotauro
ETC_20150317_000690	Fluttering Denóptico
ETC_20150317_000691	Precarious Clymen
ETC_20150317_000692	Igniting Jack O'Lantern
ETC_20150317_000693	Fluttering Mothstem
ETC_20150317_000694	Noisy Moldyhorn
ETC_20150317_000695	Pierced Manticen
ETC_20150317_000696	Stone Thorned Moyabruka
ETC_20150317_000697	Crazy Colimencia
ETC_20150317_000698	Wedge Hand Chafer
ETC_20150317_000699	Blasphemous Deathweaver
ETC_20150317_000700	Field Saltistter
ETC_20150317_000701	Violent Cerbero
ETC_20150317_000702	Bleak Chaparición
ETC_20150317_000703	Noisy Mineloader
ETC_20150317_000704	Arma
ETC_20150317_000705	While it has no eyes, Arma has a highly developed sense of hearing and smell.
ETC_20150317_000706	Dimmer
ETC_20150317_000707	It attacks people with a flame ball that it cherishes and carries around.
ETC_20150317_000708	Flask
ETC_20150317_000709	A monstruo variant that comes from a wizard's belongings. It is resistive to its original use.
ETC_20150317_000710	Phyracon
ETC_20150317_000711	A sad monstruo that can't fly.
ETC_20150317_000712	Cháman Doll
ETC_20150317_000713	While it was once a creature created by a wizard using the best magic available, it has now turned hostile to humans due to the influence of the demons.
ETC_20150317_000714	Black Cháman Doll
ETC_20150317_000715	Yellow Cháman Doll
ETC_20150317_000716	Wizard Cháman Doll
ETC_20150317_000717	When the demons captured the Torre del Mago, this doll was greatly affected. In particular, it instinctively hates magic users.
ETC_20150317_000718	Large Slime
ETC_20150317_000719	The slime is an organism in the demon realm. Its population exploded after the time when the plant Geant, especially around the Torre del Mago.
ETC_20150317_000720	Green Large Slime
ETC_20150317_000721	Yellow Large Slime
ETC_20150317_000722	Black Large Slime
ETC_20150317_000723	Fire Golem
ETC_20150317_000724	Warmed Up Gazing Golem
ETC_20150317_000725	Noble Señor de la Tumba
ETC_20150317_000726	Blue Zolem
ETC_20150317_000727	Red Old Hook
ETC_20150317_000728	One of the demon's lower level creature.They possess a little bit of intelligence.
ETC_20150317_000729	Turret
ETC_20150317_000730	Golden Anvil
ETC_20150317_000731	Human Rexipher
ETC_20150317_000732	Flaming Salamander
ETC_20150317_000733	Hungry Werewolf
ETC_20150317_000734	Nasty Raptorpedo
ETC_20150317_000735	Faceless Dazzle Specter
ETC_20150317_000736	Zinutekas Mini
ETC_20150317_000737	Raflorecia
ETC_20150317_000738	When botanists first discovered the Raflorecia, they planned on naming it Tripede, a name that has since been given to another monstruo.
ETC_20150317_000739	Big Fungriba
ETC_20150317_000740	Elloma
ETC_20150317_000741	Desmos
ETC_20150317_000742	Bug
ETC_20150317_000743	Black Raflorecia
ETC_20150317_000744	Ice Wall
ETC_20150317_000745	Vubbe Wizard
ETC_20150317_000746	Vubbe Fire Wizard
ETC_20150317_000747	Vubbe Ice Wizard
ETC_20150317_000748	Vubbe Cháman
ETC_20150317_000749	Wendigo Escapee
ETC_20150317_000750	Chromadog
ETC_20150317_000751	A monstruo whose habitat has been relocated close to the volcano.
ETC_20150317_000752	Rambear
ETC_20150317_000753	A hybrid monstruo that exhibit the advantages of having the body of two known beasts.
ETC_20150317_000754	Ultanun
ETC_20150317_000755	Ultanuns have always been flightless birds even before its deformation.
ETC_20150317_000756	Rubabos
ETC_20150317_000757	Don't let its cute appearance fool you. This monstruo will try to tear you apart, given the chance.
ETC_20150317_000758	Panto Wizard
ETC_20150317_000759	A Panto variant with distinctively high intelligence. They often show up with the other Panto variants.
ETC_20150317_000760	Panto Cháman
ETC_20150317_000761	The Panto Cháman is powerful, but it does not know were they are in a developing type of wizard. The obvious point is that you must pay more attention to them during combat.
ETC_20150317_000762	Blue Panto Wizard
ETC_20150317_000763	Red Panto Wizard
ETC_20150317_000764	Haze
ETC_20150317_000765	A somewhat cute mutant that is always expressionless. They assemble together when chanting.
ETC_20150317_000766	Moyabu
ETC_20150317_000767	Moyabu has evolved from the Moya. It is more violent than the Moya.
ETC_20150317_000768	Bavon
ETC_20150317_000769	When it comes to flight, Bavon would be better just floating there as is.
ETC_20150317_000770	Tanu
ETC_20150317_000771	A carnivorous plant that uses bait to catch food. It shred its food into pieces before swallowing.
ETC_20150317_000772	Zignuts
ETC_20150317_000773	A three headed monstruo. It is hard to tell whether the main body is just one head or all three.
ETC_20150317_000774	Blue Panto Warrior
ETC_20150317_000775	Red Panto Warrior
ETC_20150317_000776	Panto Assassin
ETC_20150317_000777	Moglan
ETC_20150317_000778	This beast that once exclusively roamed in the demon realm. Nowadías it is found all over the world, endangering other wildlife and humans.
ETC_20150317_000779	Denden
ETC_20150317_000780	The demons have tamed Denden and uses it for their means.
ETC_20150317_000781	Doyor
ETC_20150317_000782	If a moving poisonous mushroom makes you anxious, consider Doyor as an example.
ETC_20150317_000783	Tipio
ETC_20150317_000784	The yellow grass on its body looks supple. But if you touch it, it can be quite painful .
ETC_20150317_000785	Rondo
ETC_20150317_000786	The Rondo is not an animal found in our world, rather it is an animal that crossed from the demon realm.
ETC_20150317_000787	Terra Imp
ETC_20150317_000788	The Terra Imp is quite mischievous. One should be aware of their belongings, as they might steal them.
ETC_20150317_000789	Panto Lancero
ETC_20150317_000790	Red Panto Lancero
ETC_20150317_000791	Blue Panto Lancero
ETC_20150317_000792	Caro
ETC_20150317_000793	Although it appears to have no sharp edges, it will when engaged in battle.
ETC_20150317_000794	Dubby
ETC_20150317_000795	Leafnut
ETC_20150317_000796	There are not too many cases of a fruit deformed monstruos. Leafnut belongs to these few cases.
ETC_20150317_000797	Panto
ETC_20150317_000798	Its elongated pupils are a distinctive feature.
ETC_20150317_000799	Red Panto
ETC_20150317_000800	Blue Panto
ETC_20150317_000801	Spots Panto
ETC_20150317_000802	Panto Warrior
ETC_20150317_000803	A Panto with excellent fighting skills and is one of the strongest subspecies in the forest.
ETC_20150317_000804	Panto with Shovel
ETC_20150317_000805	Unicornio
ETC_20150317_000806	Dullahan
ETC_20150317_000807	Nuodai
ETC_20150317_000808	Centaurus
ETC_20150317_000809	Velpedo
ETC_20150317_000810	Mallet Wyvern
ETC_20150317_000811	Turtai
ETC_20150317_000812	Canceril
ETC_20150317_000813	Crabil
ETC_20150317_000814	Glackuman
ETC_20150317_000815	Belian
ETC_20150317_000816	Merge
ETC_20150317_000817	Plokste
ETC_20150317_000818	Wood Houngan
ETC_20150317_000819	Velnewt
ETC_20150317_000820	Blut
ETC_20150317_000821	Neop
ETC_20150317_000822	Pet Hawk
ETC_20150317_000823	Clock
ETC_20150317_000824	Soap Bubble
ETC_20150317_000825	Ham
ETC_20150317_000826	Velheider Crystal
ETC_20150317_000827	Leaf
ETC_20150317_000828	Skill Wood
ETC_20150317_000829	Skill Wood B
ETC_20150317_000830	Skill Wood C
ETC_20150317_000831	Skill Wood D
ETC_20150317_000832	Skill Wood E
ETC_20150317_000833	Mallardu
ETC_20150317_000834	The flowers around its neck are actually real flowers rather than decorations.
ETC_20150317_000835	Mali
ETC_20150317_000836	If you carelessly touch the leaves on its head, Mali will unleash its relentless anger towards you.
ETC_20150317_000837	Grummer
ETC_20150317_000838	Be aware of the smoke that this creature spurts as it is highly toxic and will last for a while.
ETC_20150317_000839	Hummingbird
ETC_20150317_000840	A bite from its sharp beak causes persistent pain, which may last for a while.
ETC_20150317_000841	Leafly
ETC_20150317_000842	The edges of its wings are covered in poison. Touching it may cause paralysis.
ETC_20150317_000843	Shield
ETC_20150317_000844	Flag
ETC_20150317_000845	Zombie
ETC_20150317_000846	Alquimista Orb
ETC_20150317_000847	Mandragora
ETC_20150317_000848	Vikaras Mage
ETC_20150317_000849	A low-ranking demon who is always looking for opportunities to promote itself.
ETC_20150317_000850	Blue Ogouveve Flag
ETC_20150317_000851	Udumbara
ETC_20150317_000852	Alquimista Briquette
ETC_20150317_000853	Alquimista Tincture
ETC_20150317_000854	Nepente
ETC_20150317_000855	Seedmia
ETC_20150317_000856	The Seedmia are very troublesome as they are able to shoot seeds over exceptionally long distances.
ETC_20150317_000857	Firent
ETC_20150317_000858	A moving tree monstruo that appeared after the Great Plant Cataclysm, it was named after its discoverer.
ETC_20150317_000859	Galok
ETC_20150317_000860	Galok is a monstruo who command workers in the demon realm.
ETC_20150317_000861	Upent
ETC_20150317_000862	Upent rapidly appeared from what once were flora with magical powers.
ETC_20150317_000863	Glagarton
ETC_20150317_000864	When the demons found Glagartons, they immediately subjugated them into minions. Glagartons that aren't minions are still dangerous to humans.
ETC_20150317_000865	Corylus
ETC_20150317_000866	The Corylus is a mutant hybrid between plants, animals and minerals.
ETC_20150317_000867	Red Loxodon
ETC_20150317_000868	The reduction in size isn't the only thing that got better after this beast mutated.
ETC_20150317_000869	Beeteros
ETC_20150317_000870	It is simple and effective for Beeteros to camouflage. Please do not touch the swaying leaf as it can stab you.
ETC_20150317_000871	Mantiwood
ETC_20150317_000872	A mutated mantis. It has gotten stronger and has developed the ability to camouflage.
ETC_20150317_000873	Egnome
ETC_20150317_000874	Egnomes carry a stern look. The more stern it looks, the more powerful it is.
ETC_20150317_000875	Beetow
ETC_20150317_000876	After mutating, Beetow has developed an unreasonable and venomous nature. Its aggression has also become more significant.
ETC_20150317_000877	Sister of Pawnd. It carries a sickle larger than its own body.
ETC_20150317_000878	Carcashu
ETC_20150317_000879	Carcashu is a fungus. Its toxins are strong, but there are parts of it that can be eaten.
